Epochs,loss,val_loss
1.0,112940.3330232695,2173.9539676789313
2.0,18921.245413241493,3290.7438728578627
3.0,282671.8680819433,5303.131473664314
4.0,57402.8983470057,3382.858689831149
5.0,49351.223749632976,3239.6490045362902
6.0,129578.19453826416,2382.7441839402723
7.0,352983.8000331556,1870.0792669480848
8.0,208630.91078268978,3104.9863990045365
9.0,74354.80806531748,3398.8137797694053
10.0,265131.55537992454,2936.7604744203627
11.0,20807.663485602694,1584.2797300277218
12.0,30271.84541581561,1839.5195194367438
13.0,121190.99357684459,3338.5716828377017
14.0,248083.25594897635,1605.3218442855343
15.0,21274.65549553188,981.4351590064264
16.0,23850.182711838563,3662.6919890372983
17.0,341598.6721070706,2605.3677939138106
18.0,112501.58971242704,3109.1717647429437
19.0,9474.912972226903,4166.7824234501
20.0,198142.74406820492,3012.5543212890625
21.0,8773.838851930635,3449.48671796245
22.0,143798.98899013226,2820.8958307081652
23.0,33814.6940022263,2743.220525926159
24.0,101388.00877262019,2026.5037211756553
25.0,14516.446816201798,2237.0308956023187
26.0,98009.36281153563,4136.9990234375
27.0,6303.1367529278405,3992.6005780619957
28.0,259958.40853662067,2534.8373157132055
29.0,109699.25148765977,1970.112785093246
30.0,126750.92596023719,1447.1210583102318
31.0,56807.86612115139,1978.7032411636844
32.0,44927.361803674234,2459.544366651966
33.0,161118.5520346376,2062.7371353641634
34.0,20264.68197184214,1576.9263719128023
35.0,23822.642485860226,1835.6759348223286
36.0,66845.69410592987,2467.2760482295866
37.0,39712.295985514014,2908.2794307585687
38.0,170701.7557605056,1632.4297308152723
39.0,93842.75415867336,1219.3939445249496
40.0,46199.8275124315,1967.6133521295362
41.0,58977.86058427972,3107.415066626764
42.0,177057.52983131172,1543.7007623487902
43.0,57797.45119353636,1062.4309377362652
44.0,59255.53074693914,1639.4910573651714
45.0,90535.01686944287,2336.7775170110885
46.0,32680.53024076841,1763.8754449659777
47.0,120600.93149809417,956.4747353830645
48.0,40790.75890785359,1300.7417681294103
49.0,7096.401551686255,1468.9872751543598
50.0,56174.375438615614,1405.4634340347782
51.0,3660.3726682476536,691.3394854145665
52.0,65147.59178171051,1261.262240502142
53.0,58685.939869355665,849.8492628528226
54.0,60832.04466517171,1178.6992482831402
55.0,55143.32883534484,777.9927742250504
56.0,37975.378013269255,1259.3825407951108
57.0,6449.443357958621,1655.0779832409273
58.0,89511.63989482586,968.1243896484375
59.0,19924.929854232436,1251.8263195407005
60.0,52722.19722374945,850.2509765625
61.0,3696.161031849313,1590.9828629032259
62.0,57030.14942234524,1164.4607150170111
63.0,25889.481405284398,1073.4456275201612
64.0,19559.62720428594,1271.4970919701361
65.0,78829.69846042532,1047.7706042874245
66.0,48453.19138466562,1004.3131871377268
67.0,32035.302619178743,1063.0142192225303
68.0,33998.20357816429,728.7824008080268
69.0,11797.23946425743,1266.7957054876513
70.0,17687.25957770846,1812.996117376512
71.0,4056.9999700482035,1396.5061665196572
72.0,51367.94901226658,768.9576061617944
73.0,5336.42780417785,708.6388372605846
74.0,21116.728620021368,1055.1347439673639
75.0,65433.99447221163,691.7371530840473
76.0,4674.984461368325,1156.3145200667843
77.0,14495.568519548986,1200.7934137159777
78.0,13234.838145634794,1105.0851499495968
79.0,25334.311808160463,1263.5408010175152
80.0,52726.41859331154,811.8312555128529
81.0,28818.014467202574,918.6136080834174
82.0,10435.962207191362,655.4962650422127
83.0,16034.667079810553,1170.5436145413307
84.0,43733.41459679817,956.7115025674143
85.0,14630.12061929384,1139.1955113564768
86.0,32764.425924281182,746.0932026524698
87.0,17562.56716456698,1000.5263671875
88.0,12054.095090479519,597.7688756142893
89.0,49773.59091201534,904.1895751953125
90.0,5043.3423004516035,686.8153115549395
91.0,26248.704835523917,768.1130863312752
92.0,35014.88238182842,805.9590217836442
93.0,29323.3309345878,1253.6868699596773
94.0,22778.89400314079,840.3812019594254
95.0,26180.34145291045,824.2803088772681
96.0,17307.228179373556,453.4871580062374
97.0,6600.45254982698,569.373054750504
98.0,53571.80570729285,633.7384938886089
99.0,6230.030320178005,539.605721750567
100.0,35870.497809508364,354.5143570438508
101.0,46743.540838331304,691.990466702369
102.0,4024.9621188293295,702.4465233587449
103.0,45451.222281479204,513.600569202054
104.0,3911.181961034553,644.1249251827116
105.0,19949.712803941067,607.6471971081149
106.0,14121.754839120289,1000.8158057428176
107.0,15663.088267443385,1783.9114360194053
108.0,147409.53792271522,1288.543171544229
109.0,46498.68356705434,684.8654568579889
110.0,9362.94702876641,856.1567008726058
111.0,36969.938464854284,590.856444328062
112.0,22702.827162909198,728.3785006615424
113.0,62399.79697545514,686.9598684003277
114.0,12659.806592344952,652.8423304403982
115.0,2058.647770200766,902.5118585401966
116.0,5776.541553441025,913.7080432522681
117.0,21412.424737193964,773.1628063571069
118.0,6947.224818183128,1191.0689224735384
119.0,43959.8756519192,776.1878642420614
120.0,10712.044379986886,487.00962189705143
121.0,2232.8691277698213,564.2111678584929
122.0,15297.198397558113,774.8203558152721
123.0,8523.4433344806,1097.2502146074848
124.0,46394.23660110126,734.7334909746723
125.0,16076.181027209748,616.3568568075857
126.0,10048.754056232216,482.49086047757055
127.0,10419.931706517413,465.7812647665701
128.0,13636.39263635049,521.4217125677293
129.0,6514.3383460062305,598.5863745904738
130.0,12555.099767763117,722.3887978830645
131.0,23294.667424583364,737.6196889569683
132.0,13530.665343245277,866.3022559381301
133.0,33091.076204590274,722.8773311491935
134.0,10166.60378141159,722.8910246818297
135.0,27084.162573377667,794.5709641979587
136.0,4862.6148531843155,777.3904320501512
137.0,11254.959318178571,608.9774120699975
138.0,2093.2022755729067,607.696521389869
139.0,4350.095596580972,611.8817552135837
140.0,9637.874999384183,480.87942701770413
141.0,10789.599033239767,912.0429451234879
142.0,34909.864768740415,604.8402532762096
143.0,24194.47342615973,351.98938874275456
144.0,10433.59966538355,478.50855476625503
145.0,8860.789089164873,421.99927250031504
146.0,9421.358081153217,439.31991281817034
147.0,9746.988382459514,442.7556910361013
148.0,8450.761874112915,740.5464280651462
149.0,2360.33148779925,510.7736048544607
150.0,22483.400462167534,605.0928344726562
151.0,16776.663630011764,410.35428447108114
152.0,5421.455774829493,428.69793701171875
153.0,20513.836480588958,739.7749003748739
154.0,48747.93291869147,420.36453443957913
155.0,18141.64908786427,262.95796941941785
156.0,15955.619235999648,348.1165919150076
157.0,1733.8047373426834,369.0142123314642
158.0,4219.214778473404,833.3908435452369
159.0,23953.633767208696,634.2320408974924
160.0,9283.40256116417,614.07421382781
161.0,18710.050155780133,666.1426096270161
162.0,3795.8463610638164,579.5222620810232
163.0,18913.603833813762,419.0474558184224
164.0,10164.005143826509,634.1369205597908
165.0,9579.029755042802,465.72086063508067
166.0,24866.901821783562,355.18789771295366
167.0,4753.363446296637,288.28858307869206
168.0,12673.698546193229,278.6353523500504
169.0,10329.619502648382,241.70111526981478
170.0,28182.01273144556,233.22067014632685
171.0,13649.629560924986,360.6489533455141
172.0,17849.223772472084,687.8558959960938
173.0,2980.919894717473,1007.4406836725051
174.0,21026.480825685194,554.889871904927
175.0,5537.345166594493,580.9084000126009
176.0,4491.267962379374,604.0564663794732
177.0,6301.994782937461,403.36024721207156
178.0,7986.947654220883,462.30159931798136
179.0,14233.825615869282,300.7714430286038
180.0,2968.622394555513,459.60909443516886
181.0,8163.112004045671,350.45521102413056
182.0,6949.1739723339315,306.4382068264869
183.0,12994.684524095439,343.9105510096396
184.0,7494.441341350593,659.4345565303679
185.0,7890.528119509992,537.8523687547253
186.0,18986.14086713922,187.99654068485384
187.0,11918.387552850949,283.01121274886594
188.0,11459.212370413641,271.8187797300277
189.0,16166.651480609433,260.39686830582156
190.0,5721.153377121613,344.3086784116683
191.0,21020.044377739152,747.024666078629
192.0,23414.751572072873,640.3334380119078
193.0,4126.815339839809,611.6639994959677
194.0,18810.52821212501,530.4766875236265
195.0,5674.178530972697,360.85341521232357
196.0,9525.21240089658,340.80887628370715
197.0,4471.308895207787,423.40149418000254
198.0,7671.710572220486,445.2548001197077
199.0,7630.630088345252,219.32271452872985
200.0,3526.860837596018,370.0222315634451
201.0,8246.648801493997,230.37374238044984
202.0,4911.674877846553,234.5396959858556
203.0,7483.065152939368,176.6022693264869
204.0,10835.29584804828,347.105712890625
205.0,15924.90050547486,150.0605759159211
206.0,5708.952800589562,290.79832212386594
207.0,7251.288423651508,258.6443658644153
208.0,3241.5367075929366,378.73533778036796
209.0,5085.62705091673,413.46615305254534
210.0,8677.300555984164,212.84847874795236
211.0,4403.590855895172,195.7853772563319
212.0,9491.827740114413,195.09184166692918
213.0,2549.1937824104452,208.68883735902847
214.0,6074.0146149370585,435.10624547158517
215.0,4726.645201697598,220.4652813326928
216.0,3586.5430946845636,395.15365403698337
217.0,4719.353206615759,202.1994875015751
218.0,8145.885099875039,335.6365617321384
219.0,2667.8943656837673,279.94393527123236
220.0,9432.299156378522,319.6415720293599
221.0,8761.28019960105,244.20676889727193
222.0,2698.5310162281926,301.13192404470135
223.0,7546.701241289115,595.8806300009451
224.0,7928.880177019042,155.45653066327495
225.0,14669.487343907342,211.26976653068297
226.0,3713.667765996122,223.97374749952746
227.0,4994.762316777526,191.49050607988912
228.0,5671.537013954166,289.8346931703629
229.0,5564.2640309001235,233.8244845482611
230.0,3451.002800685398,329.855953093498
231.0,6022.9567132267375,139.32989108177924
232.0,2221.3921651312194,324.9219759048954
233.0,10063.897715831828,230.7806869014617
234.0,3924.43475822519,241.83360487414944
235.0,6071.979158418569,171.42894129599296
236.0,3033.726319236914,243.68565910093247
237.0,11213.401719573347,164.87301586520286
238.0,1920.6649841470246,287.13514955582156
239.0,4178.15706330943,183.36056124779486
240.0,2771.7056852204305,300.9608892625378
241.0,4130.009024489315,163.12508712276335
242.0,4363.045389926664,357.6845397949219
243.0,4919.7383658728695,279.93798729681197
244.0,1376.8755168128184,219.06227800923008
245.0,9930.033794116818,139.12022153792842
246.0,6494.868956118547,140.7226336079259
247.0,4496.530097744928,197.1856216922883
248.0,894.8913040113022,450.3419977003528
249.0,11925.47382116396,408.7730447092364
250.0,1926.244126341896,394.45184129284274
251.0,3982.1165160593973,473.4666492092994
252.0,4859.2758655584175,278.82385155462447
253.0,3330.2772033225697,270.9457220262097
254.0,5154.399721443676,449.5868175875756
255.0,4262.039546847719,431.32591887443294
256.0,4730.560842959783,178.75717458417338
257.0,4090.596622714811,145.4614523610761
258.0,2755.5725405872627,379.2670238864037
259.0,1550.6904806194095,289.7396993329448
260.0,2581.222311869773,241.19008562641758
261.0,7848.52993814827,319.24451668031753
262.0,5794.319193206529,429.6521409557712
263.0,3600.069836184843,198.06290017404865
264.0,1441.94332401941,319.06610501197076
265.0,2144.2249402688362,210.41226590064264
266.0,8677.90025525689,332.6488765593498
267.0,1117.6388388884025,321.6036337575605
268.0,5318.926559107618,425.20992746660784
269.0,2882.7186629581247,286.8559284825479
270.0,4326.5491787134315,374.8018405052923
271.0,1448.5407818916813,259.09748987997733
272.0,1334.659046030207,303.83165224136843
273.0,7723.054890665706,193.41594671433973
274.0,4544.022174875137,166.4700469970703
275.0,2502.703068421819,231.30511671496976
276.0,3670.2631703382904,160.4186804986769
277.0,2940.38517411177,197.6000676308909
