Epochs,loss,val_loss,HC_loss,val_HC_loss,CO_loss,val_CO_loss,CO2_loss,val_CO2_loss,NOX_loss,val_NOX_loss
1.0,95667.26125962767,50695.39271716081,28208.4594936135,1791.3706716747884,55505.96213639056,13024.758374267141,5501.489293239981,10115.88651678487,6451.349595047535,25763.37773833691
2.0,49601.16505575585,46874.30289281333,23780.059463943526,1172.1796536002587,15472.349170731986,17233.58711355935,3492.198610811526,3235.993352451134,6856.557138625502,25232.543120963695
3.0,44699.97176810944,39072.903946942184,23429.604498082947,906.2343508640091,10520.453440927307,5136.070987495401,3990.181532880474,6575.803630237174,6759.732694281326,26454.79572936254
4.0,25898.020833095095,38315.20465540929,7179.308559117423,649.4841139876144,6487.976911179843,1577.6349201012,5545.67753598737,9601.76842692785,6685.0581950992,26486.317947810832
5.0,20567.204586860877,41018.875892219316,6302.375321585003,386.89665412365827,3299.0396691871683,3529.740546412745,3888.182166946308,10784.787452256433,7077.607206347404,26317.45259257366
6.0,18738.00006837078,30440.57053114552,4477.393629924259,259.9175097521901,2627.2628553207155,1259.2256095110988,5280.015185426913,2959.6610357793725,6353.328421942871,25961.766182808184
7.0,18279.467717462976,32349.403494560294,4674.322439389095,159.0102171222969,1721.8923681726938,1254.825128454243,5492.65144102448,5194.856262535093,6390.601186610437,25740.712956857828
8.0,13737.405795201139,37059.00204285777,1440.3464616287104,120.26897916068864,1455.6182382047243,1557.4915246995233,4402.6007135894715,9877.584817849738,6438.840412509197,25503.655896498232
9.0,12954.451361257685,31612.407319505593,1845.8186884474544,111.3561360828096,1006.5686336264143,434.09690319927324,3918.8886361126174,5556.572877406952,6183.175472144308,25510.38188857461
10.0,11366.775553988338,28613.824594701255,1259.6704604299946,103.54709223758726,965.79905365269,933.9364121737063,2792.9257213110864,815.7947902420703,6348.380300317464,26760.545704812263
11.0,12422.190744965506,35464.18327422541,359.18774112907005,133.22048780696608,582.8974852780647,455.1015434616632,5328.6968036823155,8363.978048164947,6151.408789791789,26511.88264635209
12.0,10131.15472339954,40782.88202757649,282.0989603565368,101.73164971856653,534.3346420346426,759.140870484117,2925.2390237709888,14311.72095680188,6389.482043960281,25610.288232745494
13.0,10503.125435737764,37136.288601424465,251.08556279116848,86.81309877370732,498.84053498893763,817.7752940419814,3582.935204868909,10430.072048753553,6170.264284219055,25801.629139637167
14.0,11439.998087240943,37652.50393050706,278.89745386891985,91.14964846476039,422.3351007459015,263.7526051423908,4422.4470324951935,12033.766545619139,6316.318614082117,25263.83629039538
15.0,11270.573489864124,37163.93112004917,297.4655704825687,93.89069122166045,504.60759581155025,176.17619835936813,4337.824171618647,11722.722593055103,6130.6761632671005,25171.140970292345
16.0,11660.43436349392,38733.30410719736,288.0890189902505,87.5071897816713,392.71752782435584,110.28339782199318,4860.546251937906,11714.657591789251,6119.081575973943,26820.85616209155
17.0,11106.076233408116,37722.706596602984,373.9095128797127,85.65310028638564,331.8593820217134,158.08761966921102,4382.983909910713,11605.336308666041,6017.323460714759,25873.629057350383
18.0,12304.089221394446,37123.19061198844,276.08969086345587,115.41541544140712,849.0839828271767,493.1891408744052,5148.715395484377,10912.026506866736,6030.200185530973,25602.5596040858
19.0,11111.317604066528,36530.42441357509,315.81124191563674,124.08437557723292,428.5829741904878,693.2232528581075,4298.601755306581,9160.806195885194,6068.321765044325,26552.311025790008
20.0,10366.471905130733,32605.248900293176,261.89539019343044,100.07335132084327,390.5617840088269,217.29416192325448,3391.3954845246067,5930.097507922033,6322.619121973925,26357.784542167436
21.0,9593.347500429523,26322.167142533635,309.8727596068336,85.54741318573085,399.30891353478233,235.831346215511,2809.5697937869113,769.5332220168806,6074.595828264398,25231.254619754855
22.0,10154.928377832797,28670.72197666173,293.2801725563293,88.33881432460281,389.28094022383215,294.35918537820424,3405.4251417603164,3039.5524461676405,6066.942263423745,25248.47188155307
23.0,9208.17626375834,40977.40274380209,227.0116953542153,85.39949147537111,566.9235672114481,314.66836646270167,2140.714301184481,16629.471400259707,6273.5267349279075,23947.862891528257
24.0,10558.895821347649,28842.650742932357,299.74411040253597,116.42848490863192,403.4272721104113,211.03561114703476,3824.7691837988223,2384.8974449278785,6030.9551544618,26130.288698716577
25.0,10320.695087476128,26817.365549970655,301.5036061492533,91.68034379781895,403.3783813682581,478.9024362517709,3371.860833210701,546.6391135236018,6243.952130421643,25700.143943132633
26.0,8884.867747484206,30500.404715443074,239.80437288508415,124.95563189367641,380.44097858344804,113.9409558130464,2087.999168028019,4193.925223276076,6176.623161678204,26067.583261069478
27.0,7365.175353682185,26927.945560538315,305.5090963494819,122.34967520025218,459.22075519371674,556.4700217577756,741.1904810252663,481.93148805370777,5859.255222764944,25767.194413239737
28.0,10024.288920247693,28160.06907309734,361.31187872909464,140.52144250413295,320.66570418249944,630.997289590711,3268.143750437899,3390.4652730103553,6074.167701023713,23998.084873585038
29.0,9924.827002825432,28397.110708486158,340.9623251719074,101.20588628623929,508.0884428804642,130.41827093416813,2997.9029725618143,3814.05367348473,6077.873298563452,24351.433322387857
30.0,9455.973514832289,31019.998544752063,383.65574841408477,92.2808418186052,343.2417315818285,300.8078086605028,2684.8860228677145,5541.210129427611,6044.190191740747,25085.699332828193
31.0,9620.20794942556,27206.102813490277,363.865073138363,93.6904433567505,521.6090261005909,334.2736420369008,2642.5201088643435,1633.499011929944,6092.213545121838,25144.63959683602
32.0,9039.28832263339,27931.488794764686,258.2899856948175,85.89942726504324,541.232222862907,273.67794613317056,2194.9103073189317,1204.6382044520499,6044.855770133053,26367.27405650005
33.0,8706.753501217281,26991.805666944758,331.93162592678124,101.3581380187504,502.51268397880136,113.96024041704305,1890.2852661405714,1814.9661442835006,5982.02382877455,24961.521437192652
34.0,7341.978348893603,27507.714453703797,245.22635000358588,95.64398561257488,397.5697040150523,541.8236417885109,715.7914131794811,1170.7405064643604,5983.390920121718,25699.507260791688
35.0,10964.44651300209,39503.50754070062,472.7997835693906,101.34885328774688,501.21705707188113,192.69791082729304,3760.608434940475,12973.32219943849,6229.821194510469,26236.138999420997
36.0,9583.118744961726,29811.843434310613,239.45370879410282,90.47433001262195,399.62288116283236,280.1150956594459,2923.194756368448,3803.1087014427994,6020.847306508667,25638.14612593561
37.0,11006.563279513684,29461.440580033635,248.85064334682954,111.80334554085928,530.4610584189038,179.38619898846608,4256.539013530957,4340.99516193672,5970.712512822856,24829.25555310177
38.0,9788.561386270236,27687.182223661493,261.56946780418406,86.33043293968808,508.0832430965295,370.4168659168221,3171.3010358389815,1985.5995666956944,5847.607751380933,25244.834747238754
39.0,9931.164019383077,26490.396788679856,256.2501287137966,99.83756411151872,480.2622320965407,1232.0174285365335,3074.8403313448475,547.5161246355153,6119.811303842703,24611.024952974898
40.0,8382.697886916776,37380.305004876565,322.1756898564173,87.4059365738497,535.0107408210413,199.37544808584252,1670.0031598512148,10409.777947586212,5855.508161115905,26683.74600565107
41.0,9711.707885338694,35995.996320843115,299.21841634522224,96.48078129155452,473.45552485618975,194.81676554039126,2813.953786995305,10783.347511215346,6125.079968516895,24921.351880182352
42.0,10236.928062876266,30569.305963766674,344.9097977193514,95.78577321162149,641.5517005650072,390.74904895603794,3266.9947657856014,4961.557443325374,5983.4717785197145,25121.21490628444
43.0,8269.861047388766,34475.37520901065,332.8618854508608,121.54652811152447,514.2159374813314,223.9022841130128,1419.991452314146,9928.340810049822,6002.791871280664,24201.58613704915
44.0,11027.225434691658,30936.086303289143,394.4405484480923,151.78438487857207,551.6124280603176,1037.417793803121,4059.212794967153,4251.059482938651,6021.959870912146,25495.82499796172
45.0,9480.50820141495,27369.965140341494,314.65498169905106,90.20564001125847,530.1044334582124,412.45008986204334,2651.682975906897,296.20121710947905,5984.065770650318,26571.108527969696
46.0,10497.169737076714,30598.539120500584,405.0922793081582,93.23329537330395,546.7469667595583,408.0841652797194,3513.2799638851698,4928.16087175813,6032.050360738576,25169.06146685333
47.0,11241.93392042688,27531.27126046096,323.2431312688332,94.47127738974118,746.7150738507377,1076.7358747520866,4101.502805476024,2199.5713851456144,6070.473009838449,24160.492047894357
48.0,11524.126825436048,30642.71609542374,371.814531587631,89.92128608377504,685.2383647754607,487.5940387824444,4593.178051149203,4651.965362170971,5873.895958907866,25413.234894885045
49.0,10313.527810726893,28146.68084553547,358.6437906370617,97.83030080099621,554.1790406272773,750.1435338321293,3094.8976785682034,1957.597488079164,6305.807405881932,25341.10975569717
50.0,9186.998717500133,30250.231943162224,340.2984759644461,92.80349335427599,542.4357430150399,722.1360154123846,2241.653792248238,4001.820321989389,6062.610798103927,25433.471545602406
51.0,9644.395043542649,26437.32326235941,314.46935350462303,86.83965602237183,635.879890660484,885.3866008605254,2649.860716225858,567.8405368122445,6044.185149843453,24897.255543161544
52.0,9197.26508843379,29960.265640645433,315.57104684072675,87.82364940814176,430.0285515629376,161.8353986600979,2323.515813916397,4686.135493151331,6128.149843479278,25024.471701882154
53.0,9097.855508534014,28957.229556679024,375.05995290068205,96.0397433927061,505.1960949084387,254.2802889520993,2118.116790263822,4462.640325986122,6099.482648135761,24144.268064361353
54.0,10039.092686634905,29052.34821229949,285.71038205723056,95.30723074802451,433.42883771145245,143.2809541505531,3317.0347767853527,3855.438862174986,6002.918820973315,24958.321561657318
55.0,8951.862859996016,27052.84388023281,336.58441433838897,151.2688803163855,554.8287598726374,480.3629795559721,2079.2241535056482,1458.7540254302423,5981.225532270791,24962.457439073736
56.0,9493.865405239216,24601.495675158494,238.65729324613721,113.18672481875667,434.0681831926292,456.79862088744585,2931.982563334417,1641.4934560757695,5889.157142123473,22390.01669520663
57.0,9021.623229208144,31903.768556433257,294.3541812092732,85.71244503867757,562.0699582956163,107.77809598838273,2241.3182429330914,6719.650316723173,5923.880797544803,24990.627873474354
58.0,9683.325197237942,35611.10332113109,303.8522586052687,96.27276054599079,408.3713008546629,237.97600024662452,2906.108000316285,10373.662158586254,6064.993727497088,24903.19340914352
59.0,10181.628017236057,25811.454677545662,364.2556497597927,146.09199867609794,525.8662506897809,687.9049175761379,3278.840178312394,402.979180852745,6012.665944494773,24574.47840629156
60.0,9630.566899397092,34608.018299283416,294.4367931089099,97.29766106587223,531.5517407854675,189.21719818662004,2912.4651525154204,7900.391949145178,5892.113217175309,26421.1109457232
61.0,9548.122461060622,28249.60665929095,356.7750385709947,93.76093854042524,511.33571789558397,1181.3230086288277,2624.2542239838735,1820.43603756692,6055.757494270982,25154.085636898504
62.0,11177.853395273136,27303.19073234033,394.38803393771644,92.48147208860898,879.0375760287088,705.8930791538024,3873.039418089455,967.7076087719283,6031.388300115654,25537.10851572211
63.0,9182.675142944374,36378.293280908816,342.4729533064827,87.50510330922712,630.8652919848557,776.7771207732803,2024.5706073920078,11388.673998276901,6184.76638537571,24125.33631143809
64.0,10346.541757850813,27350.181791197654,423.5230392503898,94.40549348900011,449.4890800461794,456.920682861703,3482.723556644387,1218.5924984190144,5990.806077977749,25580.26363141762
65.0,11197.102402279934,26962.684581052625,287.73523373326236,94.05867935953952,515.0450446031557,265.9767001083448,4423.208866344382,1049.4362618949428,5971.113240479343,25553.212420135013
66.0,9291.752046763793,27798.533464153006,268.36193017260405,107.87875755784577,495.985026322379,819.5079803583961,2532.6019926241884,1361.0018469696006,5994.803045723004,25510.145755587317
67.0,8587.643844948427,36881.042518863724,268.6603222759552,98.43602669596031,539.5940650562444,239.9503144380654,1816.504251135223,10140.006437549147,5962.885152976534,26402.650062441797
68.0,10397.123768514837,38839.55209271695,289.86051849686464,106.72716146312408,468.6419794675463,542.4109143017197,3691.240227129815,12106.174376616369,5947.381048006306,26084.23976869012
69.0,11740.580991386141,27561.997548623007,258.33500798024585,94.91669403576076,633.7318542170952,288.21812808229885,4740.525229567164,3303.564820138518,6107.988991118655,23875.29823125034
70.0,10504.99603784773,30549.409380008412,290.29608195769066,141.5564564377077,587.8654778188483,249.3543445459253,3604.05534873012,4726.545221191554,6022.779453737285,25431.954177859923
71.0,9985.851995156763,33386.3491379577,249.10574349644443,99.50439232854792,701.4711959081432,249.2258317555373,3073.3663064197794,8149.741468476919,5961.908802317806,24887.876843246133
72.0,10964.234089044958,30812.035032644824,203.99541234002092,90.75573714846749,528.8304892892073,111.98353414777175,4056.7752549148763,4893.070992006254,6174.632947798972,25716.225351842735
73.0,10258.568069382582,33033.18618827919,289.23501337031286,111.6986096032843,504.81121597879536,491.369249916516,3462.493360669865,7773.465945039529,6002.028323146863,24656.653001548355
74.0,9986.000154507474,26358.45159052899,369.1893338542436,106.34490265954874,528.5581332000753,166.61804568679062,3198.0142821763393,636.0769113736412,5890.238669873237,25449.41124857006
75.0,10024.708882054141,25477.247036943907,329.4046769726536,89.0577081680786,498.50877619110815,866.1214920856289,3230.656400549248,49.06349370178738,5966.139155597742,24473.004423785093
76.0,9126.6658095558,37244.24979543771,318.99076127091377,102.76372870588534,588.5003350960524,1062.2475091891731,2308.8627500007874,11166.056739738782,5910.311978341636,24913.181533329254
77.0,9681.297060785173,31411.576188180465,390.3556893827995,99.53572658580802,527.8985498862259,266.30570727490635,2766.3324125993254,6829.299608800306,5996.710504259646,24216.43544166371
78.0,9928.907115682601,32157.569131531433,317.18475010837057,87.55255775266149,416.9788327298341,727.1104619788001,3274.1037652622163,6346.060585778663,5920.639847154563,24996.8461217411
79.0,8873.44796005698,32515.01640149935,266.1539386880409,96.89246876123222,569.7132301120032,453.9997249336721,1892.55736951527,8053.343938031281,6145.023625637924,23910.78031624596
80.0,8422.813627949918,29038.507975343735,277.7723580588781,88.35979423981846,524.1242437773823,239.53765929871153,1671.149301023191,3349.3981947614498,5949.767806914384,25361.212482303374
81.0,8563.959689351022,31198.944862063046,251.92976886678295,91.76762083750232,468.6904891911875,406.7949498989163,1790.834621088439,5257.250935458087,6052.5049243741705,25443.13136571339
82.0,8817.793043635746,33538.52236341716,260.97455704143727,106.60531518573434,581.1177605112106,190.4588581629046,2031.198110303485,6071.575827198014,5944.502523571263,27169.882356196315
83.0,11665.328540471311,31173.72970510756,367.32508626260096,99.15543403361868,429.3754728469547,298.6986744970747,4785.872992080994,5657.477332124693,6082.754691830831,25118.39757171808
84.0,11210.036363331987,31682.36945784144,347.1525088045686,93.24641380768955,649.1232286144982,406.9444768635672,4289.484564979076,5518.318992604983,5924.276062683651,25663.858947482902
85.0,9155.08658178016,29894.601752178427,320.23556645290194,91.65541227021912,514.2978577752738,315.872795968096,2289.532338224183,4181.008473054814,6031.02060749419,25306.066042938346
86.0,9091.074559952644,41613.33927091467,377.1857433389575,120.93683342485743,433.84911886611474,722.4872260365853,2277.307516450347,15459.255401298888,6002.732243791368,25310.659383649894
